path,dataset,ref_raw,pred_raw,wer_raw,ref_normalized,hyp_normalized,wer,cer,sequence_similarity,ref_word_count,hyp_word_count
11094.wav,it,"Endi bu xususiy sektorda bular juda ham oldinda, masalan, texnologiya kompaniyalarida ular","Endi bu xususiy sektorda bular juda ham oldindek. Masalan, texnologiya kompaniyalarida ular",0.1667,endi bu xususiy sektorda bular juda ham oldinda masalan texnologiya kompaniyalarida ular,endi bu xususiy sektorda bular juda ham oldindek masalan texnologiya kompaniyalarida ular,0.0833,0.0227,0.9831,12,12
360560.wav,uzbek_voice,U Fransiyaning Marsel shahri yaqinidagi portda yukini tushiradi.,U Fransiyaning Marselsha qayoqqindagi portda yukini tushiradi.,0.375,u fransiyaning marsel shahri yaqinidagi portda yukini tushiradi,u fransiyaning marselsha qayoqqindagi portda yukini tushiradi,0.375,0.127,0.9194,8,7
666197.wav,uzbek_voice,Ushbu akkumulyatorlar yuqori va past haroratga bardoshli emas.,Ushbu akkumulyatorlar yuqori va past haroratga bardoshli emas.,0.0,ushbu akkumulyatorlar yuqori va past haroratga bardoshli emas,ushbu akkumulyatorlar yuqori va past haroratga bardoshli emas,0.0,0.0,1.0,8,8
common_voice_uz_29431555.wav,common_voice,"Siyosiy tanazzul, shaxslarning tanazzuli.",siyosiy tanazzul shaxslarning tanazzuli,0.75,siyosiy tanazzul shaxslarning tanazzuli,siyosiy tanazzul shaxslarning tanazzuli,0.0,0.0,1.0,4,4
common_voice_uz_29268954.wav,common_voice,"Har narsani o'tkazuvchan bo'lsa, unday jamiyat kuchli bo'la olmaydi.","Har narsani o'tkazuvchan bo'lsa, unday jamiyat kuchli bo'la olmaydi.",0.0,har narsani o'tkazuvchan bo'lsa unday jamiyat kuchli bo'la olmaydi,har narsani o'tkazuvchan bo'lsa unday jamiyat kuchli bo'la olmaydi,0.0,0.0,1.0,9,9
830589.wav,uzbek_voice,Bizning yurish-turishimizga e'tibor beradigan ustozimiz edilar.,Bizning yurishtirishimizga e'tibor beradigan ustozimiz edilar.,0.1667,bizning yurish-turishimizga e'tibor beradigan ustozimiz edilar,bizning yurishtirishimizga e'tibor beradigan ustozimiz edilar,0.1667,0.0323,0.9756,6,6
170952.wav,uzbek_voice,Tez orada birinchi treylerning ekranlarga chiqishi kutilmoqda.,tez orada birinchi treylerning ekranlarga chiqishi kutilmoqda.,0.1429,tez orada birinchi treylerning ekranlarga chiqishi kutilmoqda,tez orada birinchi treylerning ekranlarga chiqishi kutilmoqda,0.0,0.0,1.0,7,7
505129.wav,uzbek_voice,Yillar o'tib ikkalasi ham ijodini Toshkentda davom ettira boshladi.,Yillar o'tib ikkilasi ham ijodini Toshkentda davom ettira boshladi.,0.1111,yillar o'tib ikkalasi ham ijodini toshkentda davom ettira boshladi,yillar o'tib ikkilasi ham ijodini toshkentda davom ettira boshladi,0.1111,0.0152,0.9848,9,9
05388.wav,it,"Dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi. Darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak, darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi. Unda kelinglar birinchi bo'lib toasts nima ekanligini bilib olamiz.","Dars rejasiga keladigan bo'lsak, u ikki qismdan tashkil topgan bo'ladi. Darsimizni birinchi qismini to's-tisni o'rganish bilan o'tkazadigan bo'lsak, darsimizning ikkinchi qismi tool-tips komponentiga bag'ishlangan bo'ladi. Unda kelinglar birinchi bo'lib to's-tis nima ekanligini bilib olamiz.",0.1176,dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizni birinchi qismini toastni o'rganish bilan o'tkazadigan bo'lsak darsimizning ikkinchi qismi tooltips komponentiga bag'ishlangan bo'ladi unda kelinglar birinchi bo'lib toasts nima ekanligini bilib olamiz,dars rejasiga keladigan bo'lsak u ikki qismdan tashkil topgan bo'ladi darsimizni birinchi qismini to's-tisni o'rganish bilan o'tkazadigan bo'lsak darsimizning ikkinchi qismi tool-tips komponentiga bag'ishlangan bo'ladi unda kelinglar birinchi bo'lib to's-tis nima ekanligini bilib olamiz,0.0882,0.0285,0.8627,34,34
common_voice_uz_28899473.wav,common_voice,Natijada to'qnashuvlarning jiddiy tus oladi.,Natijada to'qnashuvlarning jiddiy tus oladi.,0.0,natijada to'qnashuvlarning jiddiy tus oladi,natijada to'qnashuvlarning jiddiy tus oladi,0.0,0.0,1.0,5,5
475098.wav,uzbek_voice,Bolalar qo'shiqlari va she'rlarini yaratish bo'yicha tanlov e'lon qilindi.,Bolalar qo'shiqlari va she'rlarini yaratish bo'yicha tanlov e'lon qilindi.,0.0,bolalar qo'shiqlari va she'rlarini yaratish bo'yicha tanlov e'lon qilindi,bolalar qo'shiqlari va she'rlarini yaratish bo'yicha tanlov e'lon qilindi,0.0,0.0,1.0,9,9
478434.wav,uzbek_voice,Toshkentda mast holatdagi haydovchi yo'lni ta'mirlayotgan xodimni urib ketdi.,Toshkentda mast holatdagi haydovchi yo'lni ta'mirlayotgan xodimni urib ketdi.,0.0,toshkentda mast holatdagi haydovchi yo'lni ta'mirlayotgan xodimni urib ketdi,toshkentda mast holatdagi haydovchi yo'lni ta'mirlayotgan xodimni urib ketdi,0.0,0.0,1.0,9,9
00010063.wav,news,"Asila opa, turmush o'rtog'ingiz o'zi bilan ham gaplashganimda, sizlar sotadigan sistemani bitta o'zim yaratganman deganda va protsesslari qanaqa bo'lgan? Ikkalimiz ham ishdan chiqqanimizdan keyin hamma save qilgan pullarimizni yeb","Asilo opa, turmush o'rtog'ingiz o'zi bilan ham gaplashganimda sizlar sotadigan sistemani bitta o'zim yaratganman deganda va protsesslari qanaqa bo'lgan? Ikkalamiz ham ishdan chiqqanimizdan keyin hamma save qilgan pullarimizda yeb",0.1379,asila opa turmush o'rtog'ingiz o'zi bilan ham gaplashganimda sizlar sotadigan sistemani bitta o'zim yaratganman deganda va protsesslari qanaqa bo'lgan ikkalimiz ham ishdan chiqqanimizdan keyin hamma save qilgan pullarimizni yeb,asilo opa turmush o'rtog'ingiz o'zi bilan ham gaplashganimda sizlar sotadigan sistemani bitta o'zim yaratganman deganda va protsesslari qanaqa bo'lgan ikkalamiz ham ishdan chiqqanimizdan keyin hamma save qilgan pullarimizda yeb,0.1034,0.0176,0.9824,29,29
117142.wav,uzbek_voice,Ularda kam ishlatiladigan idishlarni saqlash mumkin.,Ularda kam ishlatiladigan idishlarni saqlash mumkin.,0.0,ularda kam ishlatiladigan idishlarni saqlash mumkin,ularda kam ishlatiladigan idishlarni saqlash mumkin,0.0,0.0,1.0,6,6
388390.wav,uzbek_voice,Ushbu maqola ayollar garderobidan joy olgan tunikalarga bag'ishlanadi.,Ushbu maqola ayollar garderobidan joy olgan tunikalarga bag'ishlanadi.,0.0,ushbu maqola ayollar garderobidan joy olgan tunikalarga bag'ishlanadi,ushbu maqola ayollar garderobidan joy olgan tunikalarga bag'ishlanadi,0.0,0.0,1.0,8,8
common_voice_uz_28888171.wav,common_voice,Keyin o'ylardim nega qayta-qayta tushundingmi deb so'rayapti.,"Keyin o'ylardim, nega qayta-qayta tushundingmi deb so'rayapti.",0.1429,keyin o'ylardim nega qayta-qayta tushundingmi deb so'rayapti,keyin o'ylardim nega qayta-qayta tushundingmi deb so'rayapti,0.0,0.0,1.0,7,7
47038.wav,uzbek_voice,Uni aynan majburlashdi baland ovozda.,Uni aynan majburlashdi baland ovozda.,0.0,uni aynan majburlashdi baland ovozda,uni aynan majburlashdi baland ovozda,0.0,0.0,1.0,5,5
326221.wav,uzbek_voice,Bolalar bayramiga bag'ishlangan xayriya tadbiri o'tkazildi.,Bolalar bayramiga bag'ishlangan xayriya tadbiri o'tkazildi.,0.0,bolalar bayramiga bag'ishlangan xayriya tadbiri o'tkazildi,bolalar bayramiga bag'ishlangan xayriya tadbiri o'tkazildi,0.0,0.0,1.0,6,6
125605.wav,uzbek_voice,Mazkur tizim Shimoliy Amerikaning aksariyat shtatlarida ommalashgan.,Mazkur tizim Shimoliy Amerikaning aksariyat shtatlarida ommalashgan.,0.0,mazkur tizim shimoliy amerikaning aksariyat shtatlarida ommalashgan,mazkur tizim shimoliy amerikaning aksariyat shtatlarida ommalashgan,0.0,0.0,1.0,7,7
732894.wav,uzbek_voice,Byudjet jarayonining ochiqligini ta'minlash tartibini buzganlik uchun javobgarlik belgilandi.,Byudjet jarayonining ochiqligini ta'minlash tartibini buzganlik uchun javobgarlik belgilandi.,0.0,byudjet jarayonining ochiqligini ta'minlash tartibini buzganlik uchun javobgarlik belgilandi,byudjet jarayonining ochiqligini ta'minlash tartibini buzganlik uchun javobgarlik belgilandi,0.0,0.0,1.0,9,9
390572.wav,uzbek_voice,Darslar xodimlarning ishdan tashqari vaqtlarida soatbay olib boriladi.,Darslar xodimlarining ishdan tashqari vaqtlarida soatbay olib boriladi.,0.125,darslar xodimlarning ishdan tashqari vaqtlarida soatbay olib boriladi,darslar xodimlarining ishdan tashqari vaqtlarida soatbay olib boriladi,0.125,0.0145,0.9928,8,8
137987.wav,uzbek_voice,Eng gavjum joylarda joylashgan bekatlarga konditsionerlar o'rnatiladi.,Eng gavjum joylarda joylashgan bekatlarga konditsionerlar o'rnatiladi.,0.0,eng gavjum joylarda joylashgan bekatlarga konditsionerlar o'rnatiladi,eng gavjum joylarda joylashgan bekatlarga konditsionerlar o'rnatiladi,0.0,0.0,1.0,7,7
common_voice_uz_28893821.wav,common_voice,Bizda ingliz tilidagidek otlarga jins berilmaydi.,Bizda ingliz tilidagidek otlarga jins berilmaydi.,0.0,bizda ingliz tilidagidek otlarga jins berilmaydi,bizda ingliz tilidagidek otlarga jins berilmaydi,0.0,0.0,1.0,6,6
common_voice_uz_31874106.wav,common_voice,Zotli qush inidan kuylashni boshlaydi.,Zotli qush inidan kuylashni boshlaydi.,0.0,zotli qush inidan kuylashni boshlaydi,zotli qush inidan kuylashni boshlaydi,0.0,0.0,1.0,5,5
859872.wav,uzbek_voice,992 865,992 865,0.0,to'qqiz yuz to'qson ikki ming sakkiz yuz oltmish besh,to'qqiz yuz to'qson ikki ming sakkiz yuz oltmish besh,0.0,0.0,1.0,9,9
343788.wav,uzbek_voice,"U yerda mutaxassis, bosh murabbiy assistenti lavozimida ishlagan.",U yerda mutaxassis bosh murabbiy assistenti lavozimida ishlagan.,0.125,u yerda mutaxassis bosh murabbiy assistenti lavozimida ishlagan,u yerda mutaxassis bosh murabbiy assistenti lavozimida ishlagan,0.0,0.0,1.0,8,8
171012.wav,uzbek_voice,"Shundan so'ng u shifoxonaga yetkazildi, deyiladi xabarda.","Shundan so'ng u shifoxonaga yetkazildi, deyiladi xabarda.",0.0,shundan so'ng u shifoxonaga yetkazildi deyiladi xabarda,shundan so'ng u shifoxonaga yetkazildi deyiladi xabarda,0.0,0.0,1.0,7,7
480334.wav,uzbek_voice,Tadbirkor Jahongir Fayzullayev Toshkentda yangi aviakompaniya ochishni taklif qildi.,Tadbirkor Jahongir Fayzullayev Toshkentda yangi aviakompaniya ochishni taklif qildi.,0.0,tadbirkor jahongir fayzullayev toshkentda yangi aviakompaniya ochishni taklif qildi,tadbirkor jahongir fayzullayev toshkentda yangi aviakompaniya ochishni taklif qildi,0.0,0.0,1.0,9,9
27757.wav,uzbek_voice,Hodisa joyida qutqaruvchilar ishlamoqda.,Hodisa joyida qutqaruvchilar ishlamoqda.,0.0,hodisa joyida qutqaruvchilar ishlamoqda,hodisa joyida qutqaruvchilar ishlamoqda,0.0,0.0,1.0,4,4
857928.wav,uzbek_voice,862 794,862 794,0.0,sakkiz yuz oltmish ikki ming yetti yuz to'qson to'rt,sakkiz yuz oltmish ikki ming yetti yuz to'qson to'rt,0.0,0.0,1.0,9,9
common_voice_uz_29537350.wav,common_voice,Hammani paxtaga haydash va har qanday narxda ham paxta rejasini to'ldirish vaqti keldi.,Hammani paxtaga haydash va har qanday narxda ham taqda rejasini to'ldirish vaqti keldi.,0.0769,hammani paxtaga haydash va har qanday narxda ham paxta rejasini to'ldirish vaqti keldi,hammani paxtaga haydash va har qanday narxda ham taqda rejasini to'ldirish vaqti keldi,0.0769,0.0349,0.9651,13,13
253568.wav,uzbek_voice,"Bahorgi, kuzgi, yozgi olmalar bo'lsin.","Bahorgi, ko'zgi, yozgi, olmalar bo'lsin.",0.4,bahorgi kuzgi yozgi olmalar bo'lsin,bahorgi ko'zgi yozgi olmalar bo'lsin,0.2,0.0571,0.9577,5,5
common_voice_uz_29594572.wav,common_voice,Katerina Petrovnani keyingi kuni so'nggi yo'lga kuzatishdi.,Katerina Petrovnani keyingi kuni so'mgi yo'li qiziqishdi.,0.4286,katerina petrovnani keyingi kuni so'nggi yo'lga kuzatishdi,katerina petrovnani keyingi kuni so'mgi yo'li qiziqishdi,0.4286,0.1379,0.8772,7,7
195908.wav,uzbek_voice,Putin jahonni boshqarish xohishi haqida gapirib berdi.,Putin jahonda boshqarish xohish haqida gapirib berdi.,0.2857,putin jahonni boshqarish xohishi haqida gapirib berdi,putin jahonda boshqarish xohish haqida gapirib berdi,0.2857,0.0566,0.9524,7,7
09714.wav,it,"bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud. Ushbu neyronlarda bir qancha o'zgaruvchilar mavjud. O'sha kirish qatlami, yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu","bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud, ushbu neyronlarda bir qancha o'zgaruvchilar mavjud, o'sha kiruvchi va kirish qatlami, yashash qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu shu",0.2667,bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud ushbu neyronlarda bir qancha o'zgaruvchilar mavjud o'sha kirish qatlami yashirin qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu,bir qancha qatlamlarda har bir qatlamda ma'lum bir neyronlar mavjud ushbu neyronlarda bir qancha o'zgaruvchilar mavjud o'sha kiruvchi va kirish qatlami yashash qatlam hamda chiqish qatlamiga o'sha mantiqan bo'lib olinadi va shu shu,0.1333,0.0926,0.9485,30,33
08662.wav,it,"tashrif buyurdim va bu yerda kunim taassurotlarga boy bo'ldi. Bu yerda men ""Mohirfest"" jamoasi Marg'ilon shahridagi RTMga tashrif buyurishdi va bu yerda men o'zimga kerakli savollarga javob oldim va",tashrif buyurdim va bu yerda kunim taassurotlarga boy bo'ldi. Bu yerda men Mohir Fest jamoasi Marg'ilon shaharda yaratamiga tashrif buyurishdi va bu yerda men o'zimga kiraylik savollariga javob oldim va,0.2069,tashrif buyurdim va bu yerda kunim taassurotlarga boy bo'ldi bu yerda men mohirfest jamoasi marg'ilon shahridagi rtmga tashrif buyurishdi va bu yerda men o'zimga kerakli savollarga javob oldim va,tashrif buyurdim va bu yerda kunim taassurotlarga boy bo'ldi bu yerda men mohir fest jamoasi marg'ilon shaharda yaratamiga tashrif buyurishdi va bu yerda men o'zimga kiraylik savollariga javob oldim va,0.2069,0.0667,0.8636,29,30
common_voice_uz_29338795.wav,common_voice,Mumtoz adabiyotimizning so'nggi vakillari sifatida tilga olinadi.,Mumtoz adabiyotimizning so'nggi vakillari sifatida tilga olinadi.,0.0,mumtoz adabiyotimizning so'nggi vakillari sifatida tilga olinadi,mumtoz adabiyotimizning so'nggi vakillari sifatida tilga olinadi,0.0,0.0,1.0,7,7
common_voice_uz_29038323.wav,common_voice,"Mening kitob o'qish darajam yuqori, tez yoki ko'p o'qiyman.","Mening kitob o'qish darajam yuqori, tez yoki ko'p o'qiyman.",0.0,mening kitob o'qish darajam yuqori tez yoki ko'p o'qiyman,mening kitob o'qish darajam yuqori tez yoki ko'p o'qiyman,0.0,0.0,1.0,9,9
840910.wav,uzbek_voice,"Ammo shuni bilinglarki, bitta daraxtga bir faslning o'zi bilan hukm chiqarmaslik kerak.","Ammo shuni bilinglarki, bitta daraxtga bir faslning o'zi bilan hukm chiqarmaslik kerak.",0.0,ammo shuni bilinglarki bitta daraxtga bir faslning o'zi bilan hukm chiqarmaslik kerak,ammo shuni bilinglarki bitta daraxtga bir faslning o'zi bilan hukm chiqarmaslik kerak,0.0,0.0,1.0,12,12
common_voice_uz_29341943.wav,common_voice,Ya'ni nimadandir norozi insonlar bilan suhbat o'tkazish amaliyoti.,Ya'ni nimadandir norozi insonlar bilan suhbat o'tkazish amaliyoti.,0.0,ya'ni nimadandir norozi insonlar bilan suhbat o'tkazish amaliyoti,ya'ni nimadandir norozi insonlar bilan suhbat o'tkazish amaliyoti,0.0,0.0,1.0,8,8
115992.wav,uzbek_voice,"Blogerning ta'kidlashicha, tajriba bir haftagacha cho'zilgan.","Blogerning ta'kidlashicha, tajriba bir haftagacha cho'zilgan.",0.0,blogerning ta'kidlashicha tajriba bir haftagacha cho'zilgan,blogerning ta'kidlashicha tajriba bir haftagacha cho'zilgan,0.0,0.0,1.0,6,6
474783.wav,uzbek_voice,"gistogramma, doiraviy diagramma, chiziqli yoki nuqtali grafik va hokazolar","gistogramma, doiraviy diagramma, chiziqli yoki nuqtali grafik va hokazolar.",0.1111,gistogramma doiraviy diagramma chiziqli yoki nuqtali grafik va hokazolar,gistogramma doiraviy diagramma chiziqli yoki nuqtali grafik va hokazolar,0.0,0.0,1.0,9,9
common_voice_uz_29338793.wav,common_voice,Yolg'iz o'zi yotmaydi sira.,Yolg'iz o'zi yotmaydi sira.,0.0,yolg'iz o'zi yotmaydi sira,yolg'iz o'zi yotmaydi sira,0.0,0.0,1.0,4,4
567950.wav,uzbek_voice,Auditorlar ta'mirlash vaqtida xarajatlar samarasiz boshqarilganini tasdiqlagan.,Auditorlar ta'mirlash vaqtida xarajatlar samarasiz boshqarilgani tasdiqlagan.,0.1429,auditorlar ta'mirlash vaqtida xarajatlar samarasiz boshqarilganini tasdiqlagan,auditorlar ta'mirlash vaqtida xarajatlar samarasiz boshqarilgani tasdiqlagan,0.1429,0.0256,0.987,7,7
common_voice_uz_28891044.wav,common_voice,Mashinaga mingan muxbir hali ham nega rasman ishga olinmaganining sababini so'ragan.,Mashinaga mingan muxbir hali ham nega rasman ishga olinmaganining sababini so'ragan.,0.0,mashinaga mingan muxbir hali ham nega rasman ishga olinmaganining sababini so'ragan,mashinaga mingan muxbir hali ham nega rasman ishga olinmaganining sababini so'ragan,0.0,0.0,1.0,11,11
368271.wav,uzbek_voice,Massachusets shtatidagi restoranda ayol Tramp kepkasidagi erkakka tashlandi.,Massachusets shtatidagi restoranda ayol Tramp kelibkasidagi erkakka tashlandi.,0.125,massachusets shtatidagi restoranda ayol tramp kepkasidagi erkakka tashlandi,massachusets shtatidagi restoranda ayol tramp kelibkasidagi erkakka tashlandi,0.125,0.04,0.9737,8,8
00004336.wav,news,123 600 000 pul va 20 477 500 so'm pul Ibragimov Izzat Ahmadjonovichdan olingan,123 000 ga olib tez u pul va pul pul va 20 000 000 475 so'm pul ibrohim izzat ahmochar ochdan olingan.,1.1429,bir yuz yigirma uch million olti yuz ming pul va yigirma million to'rt yuz yetmish yetti ming besh yuz so'm pul ibragimov izzat ahmadjonovichdan olingan,bir yuz yigirma uch mingga olib tez u pul va pul pul va yigirma milliard to'rt yuz yetmish besh so'm pul ibrohim izzat ahmochar ochdan olingan,0.56,0.3289,0.7687,25,26
293543.wav,uzbek_voice,"Shishirilgan lablar hozir trendda, tabiiy go'zallik.",Shishirilgan lablar hozir trendda tabiiy go'zallik.,0.1667,shishirilgan lablar hozir trendda tabiiy go'zallik,shishirilgan lablar hozir trendda tabiiy go'zallik,0.0,0.0,1.0,6,6
common_voice_uz_28834503.wav,common_voice,Bunga sabab bormi aslida?,Bunga sabab bormi aslida?,0.0,bunga sabab bormi aslida,bunga sabab bormi aslida,0.0,0.0,1.0,4,4
common_voice_uz_28835178.wav,common_voice,Vaziyat mas'ul olimlar bilan Samarqandda astronomik kuzatishlarni olib borishga undadi.,Vaziyat mas'ul olimlar bilan Samarqandda astronomik kuzatishlarni olib borishga undadi.,0.0,vaziyat mas'ul olimlar bilan samarqandda astronomik kuzatishlarni olib borishga undadi,vaziyat mas'ul olimlar bilan samarqandda astronomik kuzatishlarni olib borishga undadi,0.0,0.0,1.0,10,10
111620.wav,uzbek_voice,Qoraqalpog'istonda kompleks davlat xizmatlari joriy etiladi.,Qoraqalpog'istonda kompleks davlat xizmatlari joriy etiladi.,0.0,qoraqalpog'istonda kompleks davlat xizmatlari joriy etiladi,qoraqalpog'istonda kompleks davlat xizmatlari joriy etiladi,0.0,0.0,1.0,6,6
87669.wav,uzbek_voice,"Uning so'zlariga ko'ra, muzokaralar davom etmoqda.","Uning so'zlariga ko'ra, muzokaralar davom etmoqda.",0.0,uning so'zlariga ko'ra muzokaralar davom etmoqda,uning so'zlariga ko'ra muzokaralar davom etmoqda,0.0,0.0,1.0,6,6
840301.wav,uzbek_voice,soniyalar ichida bildim men,Soniyalar ichida bildim men.,0.5,soniyalar ichida bildim men,soniyalar ichida bildim men,0.0,0.0,1.0,4,4
395850.wav,uzbek_voice,Uning uchun biz mahsulot narxini oldindan belgilashimiz lozim.,Uning uchun biz mahsulot tarixida oldindan belgilashimiz lozim.,0.125,uning uchun biz mahsulot narxini oldindan belgilashimiz lozim,uning uchun biz mahsulot tarixida oldindan belgilashimiz lozim,0.125,0.0656,0.9431,8,8
40219.wav,uzbek_voice,"Siz taslim bo'lmang, umidni yo'qotmang.","Siz taslim bo'lmang, umidni yo'qotmang.",0.0,siz taslim bo'lmang umidni yo'qotmang,siz taslim bo'lmang umidni yo'qotmang,0.0,0.0,1.0,5,5
470077.wav,uzbek_voice,Endi Qatar taqdim etgan sovg'adan unumli foydalanib qolishimiz shart.,Endi Qatar taqdim etgan sovg'adan unumli foydalanib qolishimiz shart.,0.0,endi qatar taqdim etgan sovg'adan unumli foydalanib qolishimiz shart,endi qatar taqdim etgan sovg'adan unumli foydalanib qolishimiz shart,0.0,0.0,1.0,9,9
259395.wav,uzbek_voice,Hozirgi paytda haydovchi qo'lga olingan.,Hozirgi paytda haydovchi qo'lga olingan.,0.0,hozirgi paytda haydovchi qo'lga olingan,hozirgi paytda haydovchi qo'lga olingan,0.0,0.0,1.0,5,5
common_voice_uz_29340317.wav,common_voice,Sog'liqni saqlash vazirligi mazkur holat yuzasidan o'rganishlar olib bormoqda.,Sog'liqni saqlash vazirligi mazkur holat yuzasidan u yana ishlar olib bormoqda.,0.3333,sog'liqni saqlash vazirligi mazkur holat yuzasidan o'rganishlar olib bormoqda,sog'liqni saqlash vazirligi mazkur holat yuzasidan u yana ishlar olib bormoqda,0.3333,0.0779,0.9419,9,11
428789.wav,uzbek_voice,Finish chizig'ini jonivor yangi xo'jayini bilan birga kesib o'tdi.,Finish chizig'ini choniqor yangi xo'jayini bilan birga kesib o'tdi.,0.1111,finish chizig'ini jonivor yangi xo'jayini bilan birga kesib o'tdi,finish chizig'ini choniqor yangi xo'jayini bilan birga kesib o'tdi,0.1111,0.0462,0.9618,9,9
126080.wav,uzbek_voice,Kiyev Moskvani birdaniga ikki konvensiyani buzishda ayblamoqda.,Kiyev Moskvani birdaniga ikki konvensiyani buzishda bilamoqda.,0.1429,kiyev moskvani birdaniga ikki konvensiyani buzishda ayblamoqda,kiyev moskvani birdaniga ikki konvensiyani buzishda bilamoqda,0.1429,0.0484,0.9756,7,7
568003.wav,uzbek_voice,Rasmiylar tomonidan tayyorlangan ushbu reja hali tasdiqlanmagan.,Rasmiylar tomonidan tayyorlangan ushbu reja hali tasdiqlanmagan.,0.0,rasmiylar tomonidan tayyorlangan ushbu reja hali tasdiqlanmagan,rasmiylar tomonidan tayyorlangan ushbu reja hali tasdiqlanmagan,0.0,0.0,1.0,7,7
193267.wav,uzbek_voice,"Bir zum ko'zimizga ko'rinmasa, yuragimizga g'ulg'ula tushadi.","Bir zum ko'zimizga ko'rinmasa, yuragimizga g'ulg'ula tushadi.",0.0,bir zum ko'zimizga ko'rinmasa yuragimizga g'ulg'ula tushadi,bir zum ko'zimizga ko'rinmasa yuragimizga g'ulg'ula tushadi,0.0,0.0,1.0,7,7
11345.wav,it,biz buni dunyo nuqtasida ham ko'rishimiz mumkin. Bitta narsada misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham yomon narsada ham ba'zida ozgina orqada yuramiz-da. Misol uchun hozirgi kunda Malayziyada juda ommaviylashib ketgan narsa,"Biz bu dunyo miqyosida ham ko'rishimiz mumkin. Bitta narsada, misol uchun biz O'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsa ham, yomon narsa ham ba'zida ozgina oqida yuramiz-da. Misol uchun, hozirgi kunda Malayziyada juda ommaviy ulashib ketgan narsa",0.3143,biz buni dunyo nuqtasida ham ko'rishimiz mumkin bitta narsada misol uchun biz o'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsada ham yomon narsada ham ba'zida ozgina orqada yuramiz-da misol uchun hozirgi kunda malayziyada juda ommaviylashib ketgan narsa,biz bu dunyo miqyosida ham ko'rishimiz mumkin bitta narsada misol uchun biz o'zbekistonda ba'zi texnologiyalarda yoki yaxshi narsa ham yomon narsa ham ba'zida ozgina oqida yuramiz-da misol uchun hozirgi kunda malayziyada juda ommaviy ulashib ketgan narsa,0.2,0.0541,0.7914,35,36
145054.wav,uzbek_voice,Natijalar halokatga ekipajning xatosi sabab bo'lganini ko'rsatdi.,Natijalar halokatga ekipajning xatozi sabab bo'lganini ko'rsatdi.,0.1429,natijalar halokatga ekipajning xatosi sabab bo'lganini ko'rsatdi,natijalar halokatga ekipajning xatozi sabab bo'lganini ko'rsatdi,0.1429,0.0156,0.9844,7,7
428721.wav,uzbek_voice,Ulardan ingliz tilingizni amalda qo'llab ko'rishda yordam so'rashdan uyalmang.,Ulardan ingliz tilingizni amalda qo'llab ko'rishda yordam so'rashdan uyalmang.,0.0,ulardan ingliz tilingizni amalda qo'llab ko'rishda yordam so'rashdan uyalmang,ulardan ingliz tilingizni amalda qo'llab ko'rishda yordam so'rashdan uyalmang,0.0,0.0,1.0,9,9
857847.wav,uzbek_voice,34 336,34336,1.0,o'ttiz to'rt ming uch yuz o'ttiz olti,o'ttiz to'rt ming uch yuz o'ttiz olti,0.0,0.0,1.0,7,7
644388.wav,uzbek_voice,Lekin hamma fermerda ham bu imkoniyat yo'q.,Lekin hamma fermerda ham bu imkoniyat yo'q.,0.0,lekin hamma fermerda ham bu imkoniyat yo'q,lekin hamma fermerda ham bu imkoniyat yo'q,0.0,0.0,1.0,7,7
common_voice_uz_28889501.wav,common_voice,Yo'qsa haqiqatni yashirishi mumkin.,Yo'qsa haqiqatni yashirishi mumkin.,0.0,yo'qsa haqiqatni yashirishi mumkin,yo'qsa haqiqatni yashirishi mumkin,0.0,0.0,1.0,4,4
305039.wav,uzbek_voice,Lekin Germaniyaning aksariyat viloyatlarida o'qish tekin.,Lekin Germaniyaning aksariyat viloyatlarida o'qish tekin.,0.0,lekin germaniyaning aksariyat viloyatlarida o'qish tekin,lekin germaniyaning aksariyat viloyatlarida o'qish tekin,0.0,0.0,1.0,6,6
51518.wav,uzbek_voice,Asosan uni MLS bilan bog'lashdi.,Asosan uni maylasi bilan bog'lashdi.,0.2,asosan uni mls bilan bog'lashdi,asosan uni maylasi bilan bog'lashdi,0.2,0.129,0.9394,5,5
common_voice_uz_29039627.wav,common_voice,"Chunki ularning biri bugungi soliqlarimiz, qarz esa kelajakdagi soliqlarimiz xolos.","Chunki ularning biri bugungi soliqlarimiz, qarz esa kelajakdagi soliqlarimiz xolos.",0.0,chunki ularning biri bugungi soliqlarimiz qarz esa kelajakdagi soliqlarimiz xolos,chunki ularning biri bugungi soliqlarimiz qarz esa kelajakdagi soliqlarimiz xolos,0.0,0.0,1.0,10,10
